ProteinGroup	NV-284-14D	NV-284-Pre	NV-285-14D	NV-285-Pre	NV-291-14D	NV-291-Pre	NV-292-14D	NV-292-Pre	SHAM-257-14D	SHAM-257-Pre	SHAM-258-14D	SHAM-258-Pre	SHAM-485-14D	SHAM-485-Pre	SHAM-523-14D	SHAM-523-Pre	SNI-259-14D	SNI-259-Pre	SNI-260-14D	SNI-260-Pre	SNI-509-14D	SNI-509-Pre	SNI-514-14D	SNI-514-Pre
2A-dyr16-07_GL0031078	19243.4199	NA	26202.3751	NA	149026.3458	43241.11268	22420.53515	39298.00156	NA	9141.890542	31023.10406	NA	56448.02616	43267.92719	83418.13869	83478.21788	144351.4088	443083.9101	67903.13825	NA	95278.00249	281236.5248	135788.8181	141911.408
2A-dyr16-07_GL0031078;3-8_GL0041886;4-8_GL0066669;S-Fe17_GL0071730;S-Fe20_GL0138630	62971.78903	316989.3769	147261.1095	391971.9795	145621.2184	99615.80261	52962.71835	305818.0778	79613.6408	73194.47068	122043.13	593811.5652	54041.72439	168891.0304	167329.9762	569477.0133	198090.5634	196849.7095	26161.88022	268953.8891	171107.4909	535435.7057	295842.5892	130807.1742
2A-dyr16-07_GL0031078;3-8_GL0041886;S-Fe17_GL0071731;S-Fe20_GL0138630	983.968	2594.04	1213.46	2563.787841	2001.244881	3549.07	NA	3289.4	2163.87	NA	1067.81	5379.07	2398.84	3834.92	1264.74	2722.530329	6045.45	5115.655841	2197.5	5526.141167	4160.64	3645.47	5506.21	2434.07
2A-dyr16-07_GL0034220	NA	5282.528326	NA	NA	4282.358338	NA	NA	2162.88	NA	NA	9115.07	6997.886231	2379.88	12885.05212	NA	NA	NA	14361.44378	6914.21	9621.02	9138.513655	16153.27246	NA	4272.870369
2A-dyr16-07_GL0034220;S-Fe14_GL0055615	12542.46937	8238.940353	15815.28716	9507.194105	50263.01912	27234.29297	23899.80525	27036.60659	43171.28483	16361.3014	22644.32083	30607.39548	23357.45565	22546.0306	31654.16644	32943.48649	33949.30803	20603.99973	33520.07263	39290.36223	16726.18507	35391.30694	33669.65434	47870.83278
2A-dyr16-07_GL0038020	NA	3857.056083	NA	6068.052861	10148.72266	NA	NA	NA	NA	2236.500964	NA	3212.81036	17704.83151	13409.34038	8536.680211	NA	8714.990212	6012.585932	17849.50074	7646.828506	3481.747536	3340.798972	3514.173396	7788.826752
2A-dyr16-07_GL0038020;MC-0-1_GL0105296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4512.612806	NA	NA	NA	NA	NA	3527.729145	NA	NA	NA	NA	1989.65335
2A-dyr16-07_GL0038020;MC-0-1_GL0105296;S-Fe9_GL0147604	NA	8955.52	NA	12894.5	12837.6	NA	2703.91	NA	NA	8222.77	5318.5	8030.69	19544.7	23281.3	13813.7	8417.71	21067.2	10312.1	35038.8	18715	NA	6172.71	NA	11927.5
2A-dyr16-07_GL0039382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61878.79905	193531.5208	NA	NA	NA	NA	NA	NA	117712.0251	223564.2215	NA	NA
2A-dyr16-07_GL0047024	NA	NA	48536.7	52358.5196	65581.29282	53877.94827	NA	12251.96703	22959.1	NA	19871.34824	18554.5	54491.87309	49271.91913	33779.29528	NA	38778.24231	NA	13846	NA	38732.30432	NA	42036.96727	39030.76378
2A-dyr16-07_GL0056933	NA	NA	NA	NA	5363.851166	2315.575225	639.5945496	1903.295084	NA	NA	NA	NA	5716.973087	3519.129644	4485.71361	1297.847669	2767.10143	NA	1439.726667	NA	NA	NA	4554.8653	3954.654602
2A-dyr16-07_GL0056933;Group2-7A_GL0023050;S-Fe17_GL0019686;S-Fe6_GL0074095;S-Fe7_GL0153218	20018.02452	35279.29272	29455.00057	42435.24735	63623.59338	70507.32383	25954.61431	39778.08525	23664.30723	5676.302286	31962.52432	NA	34189.42392	126922.5847	70476.36318	37502.44635	31731.0922	18450.12922	25405.47117	20391.59762	5768.557096	19589.22233	45852.54482	63354.24182
2A-dyr16-07_GL0056933;Group2-7A_GL0023050;S-Fe6_GL0074095;S-Fe7_GL0153218	12608.2	22333	10410.4	19565	42540.9	26925.5	21225.6	6901.63	17619.6	1986.66	18320.5	2726.26	30464.6	41617.1	14974.2	23302.2	17781.9	4143.3	36274.7	10062.2	3101.7	8667.08	32763.7	54550
2A-dyr16-07_GL0056933;S-Fe6_GL0074095;S-Fe7_GL0153218	18831.09982	13613.54655	15340.3	18977.61117	36566.52532	24382.3034	18434.91663	5696.820458	18470.5	3835.81	22903.37374	8132.15	22230.48479	16544.91814	55726.94557	29919.63547	12219.06636	7034.545542	36589.41011	12100.54778	5033.06	14071.49433	38425.98911	35876.80222
2A-dyr16-07_GL0057446	10352.14641	12432.91952	6924.456469	17246.61099	44649.93281	30288.34995	46265.26376	33952.77399	28104.86628	19990.78906	34169.31678	17439.04712	44177.23647	26042.0179	39575.45406	50058.82968	54939.45662	39535.75196	26159.00657	36823.74206	14648.14157	44876.7029	44666.53879	44214.64092
2A-dyr16-07_GL0057446;46_GL0035035;5-8_GL0048195;MC-0-1_GL0029955;MC-6-4_GL0074673;MC-6-5_GL0057260;S-Fe8_GL0188873	NA	NA	NA	NA	4460.51	5069.64	6600.2	2857.51	3384.95	3666.8	NA	2160.34	6928.77	1745.65	NA	NA	14116.77989	4755.87	3221.29	NA	1876.77	10571.1	14074.32109	4420.07
2A-dyr16-07_GL0069847	NA	NA	NA	3715.912691	12641.22179	7554.42206	8693.50235	3968.09665	NA	NA	NA	NA	9918.63024	9657.545188	13836.55003	12834.10157	9507.729319	NA	7663.620093	NA	NA	NA	12911.84066	11124.68074
2A-dyr16-07_GL0070427	11199.35896	9900.876753	6774.552369	13796.26509	27424.1529	28888.33477	35591.38162	28892.67896	35492.92011	26810.26036	23384.68611	29012.4193	42464.25555	22546.59948	16465.62661	37895.08639	52351.69962	37096.30819	16500.6766	30857.68318	39850.79955	56683.01401	30920.13102	31030.98263
2A-dyr16-07_GL0072430	NA	NA	NA	6563.32957	6537.507157	5688.691769	3764.52604	NA	NA	NA	5553.04139	NA	3884.767313	23028.11207	7054.081838	5105.639303	7801.104486	3121.653368	5776.092508	NA	3533.558777	9095.005788	5345.402786	6082.949002
2A-dyr16-07_GL0072430;6-2_GL0026137;G1-5A_GL0048563	NA	4493.29	NA	NA	7237.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7321.22	1601.44	NA	NA	8484.53	6037.73
2A-dyr16-07_GL0075592	NA	NA	9881.38948	NA	7599.005674	NA	5418.057453	NA	NA	NA	NA	NA	NA	NA	NA	NA	7201.89898	6146.166618	6281.380179	NA	NA	NA	16352.74101	NA
2A-dyr16-07_GL0075592;MC-6-3_GL0074294	18605.00157	12808.66429	19852.1426	8251.581023	35293.73944	11256.60822	32141.39492	16777.0745	26212.08353	8949.449932	22899.63995	33449.18796	34586.09502	9122.596932	62079.32172	22447.99366	23059.13944	23526.35594	28106.44815	17225.52858	27331.38544	14834.39167	48329.56012	34698.41266
2A-dyr16-07_GL0078050	3544.405933	4530.710623	NA	NA	14560.66014	14171.64232	17128.93583	8926.358459	5696.562463	3899.027007	11501.99518	NA	18449.83385	11099.26214	19763.93708	16982.88346	16519.04183	13380.94111	11849.57727	17546.41102	7606.44266	7139.832637	14820.01539	15341.90024
2A-dyr16-07_GL0078904	NA	14514.1972	15094.33413	25987.67026	37576.60354	35519.10572	16649.41097	18237.52407	14032.98347	NA	9675.786717	18527.54438	37746.02047	42864.76663	23136.93423	38730.83795	11168.00453	34949.06266	16594.05328	39347.76693	19051.534	10002.25159	10634.74648	18999.4931
2A-dyr16-07_GL0080542	3341.750704	3998.210033	NA	5696.945547	10791.0286	11185.05417	10596.14928	7201.732058	5167.419714	NA	5556.255845	NA	12434.06581	9046.703457	11731.28656	11812.50963	11439.07243	7747.526543	8259.971019	7893.099786	4769.362354	5732.839544	11625.25492	9530.43575
2A-dyr16-07_GL0094086	25214	17699.9	NA	36403.8	77799.80664	57070.32835	71955.8	52662.04858	62193.2	39017.7	51714.9	40706.6	88232.13508	59399.6	77417.1	118540.6656	107925.7094	95587.62183	50424	77879.7	79959.30942	121590	77853.47826	75493.68811
2A-dyr16-07_GL0096765	1524.758977	1368.536058	NA	1668.848783	2478.259423	2639.501032	2460.630535	NA	2254.773102	NA	NA	594.2688225	4022.844049	3694.744884	3616.611164	3372.433409	2229.08251	NA	2419.822938	2291.307598	NA	1582.107946	3733.958417	2906.062354
2B-dyr19-06_GL0001958	509910.5927	129077.7703	91090.10414	42773.79895	36100.73622	17078.74189	45066.74099	158421.8438	94366.08777	102337.1831	368834.3903	413286.7982	121667.6847	24811.98003	81037.86729	81939.06907	68180.14041	39337.93692	76278.52244	283158.071	373602.2006	77681.54844	39813.7375	39679.75106
2B-dyr19-06_GL0042982;S-Fe11_GL0040019	5369.62	10411	8374.5	10698.4	NA	2121.53	NA	NA	NA	NA	4807.75	NA	5473.29	21940.4	3893.98	NA	NA	NA	5542.6	11363.8	NA	NA	NA	NA
2B-dyr19-06_GL0048335	19892.68844	26107.80614	17870.33813	29726.06691	NA	27620.67503	5004.688091	9172.913503	17450.2036	NA	24479.31225	14310.3826	12589.16338	76796.73825	20952.00913	29354.7398	NA	17196.73266	17746.37126	57076.8087	26197.73577	NA	13927.40144	15000.64387
2B-dyr19-06_GL0048336	NA	3974.55	1734.89	3262.23	NA	NA	NA	790.491	NA	NA	NA	NA	2126.85	5232.584467	NA	2382.34	NA	NA	NA	3080.709437	NA	NA	NA	1551.44
2B-dyr19-06_GL0055855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2195.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
2B-dyr19-06_GL0057214	NA	7957.029018	12103.68945	6646.860994	NA	8095.140339	7764.505313	9714.767267	8298.394322	NA	14379.75949	10035.12859	8377.285699	16156.39732	19213.30387	14655.2553	36872.27463	11031.24866	19247.9393	12938.22159	22424.91802	6005.287835	15629.26686	NA
2B-dyr23-07_GL0007711	102282.7053	48148.53901	51169.59839	51103.39545	146632.0606	109468.2634	317365.6756	109946.8676	126720.5111	181222.3777	41234.48978	96869.61383	129372.246	121702.744	114199.2041	164997.7713	163588.3947	158064.2873	73165.27574	141953.0804	132759.2118	258092.8691	79564.1927	162600.7763
2B-dyr23-07_GL0020466	NA	2888.712543	NA	1736.938888	2887.164076	5294.334585	3473.803182	2246.462212	1947.710754	NA	3494.445458	NA	2256.454731	2803.911798	4583.860105	2326.665994	2739.024054	NA	6697.38981	4400.149623	1461.034194	NA	6403.830487	2828.380789
2B-dyr23-07_GL0020466;4-6_GL0099736;5-7_GL0063732;6-4_GL0107221;7-7_GL0030347;MH-6-5_GL0052674	NA	9943.56	5910.53	9440.71	22031.6	12654.1	17572.9	13110.7	16586.8	NA	NA	5965.3	9672.75	17936.3	NA	NA	14728.1	NA	11749.9	NA	6528.58	15985.5	9793.32	19042.7
2B-dyr23-07_GL0020466;8-1_GL0083080	NA	12489	9174.13	NA	NA	12964.5	NA	14392.7	16839.1	9087.24	19579.6	12266.7	22110.8	19508.1	41527	19778.8	21390.5	14608.1	24648.6	22816.6	16606.9	NA	34787.4	21706.6
2B-dyr23-07_GL0020466;MC-0-1_GL0010185;MC-0-3_GL0053589;MH-6-2_GL0021116	52668.1	54780.3	54228.7	41979.8	22665	17740	11265.4	NA	NA	NA	90172.9	NA	15507.8	61806.9	32012.8	NA	NA	NA	108278	32528.5	NA	NA	35090.9	19258.6
2B-dyr23-07_GL0021524	14132.6	20438.4	13944.5	12072.9	18101.1	21288.2	47391.8	22757.42467	29225.5	10894.9	37748.4	14428.7	19765.7	16238.3	53009.5	32925.6	29946.7	16603.6	62141.7	33822.7	3352.61	11028.1	41227.8	16084.4
2B-dyr23-07_GL0021524;Group2-3A_GL0102583	17360.65049	16569.67902	13271.01573	10235.11089	29991.55887	16235.4059	24020.88954	13277.73091	20714.83134	5489.260657	45529.98518	7614.603623	14623.03962	21219.7671	52468.04981	32358.33784	23564.73789	13508.63658	49473.74464	18990.48441	5934.271056	7195.277034	38664.82663	29920.4007
2B-dyr23-07_GL0021524;S-Fe8_GL0223640	5046.23	6670.03	NA	NA	NA	13086.2	37297.8	15782.1	16647.8	NA	12399.3	11416.2	10045.5	6924.61	25707.2	NA	10291.6	18970.7	24418.9	15567.4	2915.78	NA	24972.8	9386.2
2B-dyr23-07_GL0049983	NA	15229.5958	NA	NA	28961.10432	NA	NA	NA	104175.6374	NA	NA	7017.725301	NA	NA	151876.8631	53376.13369	NA	NA	NA	NA	20775.02354	NA	NA	NA
2B-dyr23-07_GL0049983;5-8_GL0004261	23268.5	134407	291065.2264	50882.1	204116.1821	38238.59617	NA	153410	98535.9	NA	NA	NA	159457.833	NA	63379.03842	30351.6	NA	NA	NA	NA	44971.7	18702	NA	222692
2B-dyr24-06_GL0041129	30602.56523	NA	14458.16401	NA	13279.91875	10330.59423	25407.13472	3767.444895	9488.173454	8153.220846	20274.72137	17517.37743	9417.913465	NA	16480.63446	6465.139015	8837.98823	19559.78051	6970.210255	26761.09023	9445.648187	17307.73478	11898.61812	14329.3711
2B-dyr24-06_GL0065236	23935.73431	6722.015252	24606.73241	24175.4001	58303.83559	24861.84336	45557.74821	178298.1912	94066.1359	56915.5888	75115.12791	76813.11127	92120.81376	51800.00175	63513.81058	116693.0306	91656.99407	112511.2164	47206.35598	60285.31559	105668.8895	79264.00366	117191.0414	61861.06488
2B-dyr24-07_GL0015492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1670.97	NA	5087.52	NA	NA	NA	NA	NA	NA	NA
2B-dyr24-07_GL0027755;MH-0-5_GL0008631;S-Fe12_GL0024339	11229.9	24485.8	15115.6	20630.18876	41159.33298	25189.49915	13553.89623	12087.04444	8806.700417	3304.06	18964.8201	5591.77	24404.14517	42752.43802	44654.63386	37778.20385	14899.54412	14329.73221	26900.50952	23016.31434	2124.79	14012.4	46894.88442	40893.8
2B-dyr24-07_GL0030910	11283.70199	11264.63254	10359.14108	11884.2822	24316.98952	25652.86145	19499.42849	17789.37358	21861.52889	8873.039863	16169.9976	7405.006841	17832.6486	14969.35444	31896.76178	24744.78576	27202.04143	13598.26693	20275.48445	21850.99338	7380.912141	18638.97231	22391.98492	24228.72679
2B-dyr24-07_GL0030910;Group2-6A_GL0013255	24873.83364	16193.73188	18140.67996	21806.23014	37565.79669	29574.93658	28098.83673	24791.0757	26676.83364	10920.15765	24230.89795	32209.40426	34189.81502	35865.95784	71310.25423	46198.61349	38112.75063	28587.27755	32216.38769	28855.29139	16340.18058	36178.6756	39897.73301	37952.25435
31_GL0000779;G1-1A_GL0052875	12437.44786	14290.31046	14597.58268	13290.16279	3973.316921	8582.444027	NA	NA	NA	NA	8964.661087	NA	NA	34785.23165	8425.294758	NA	NA	NA	9781.347106	16312.39559	4574.405204	NA	13586.47914	4298.0083
31_GL0000779;G1-1A_GL0052875;G1-1A_GL0070535;MC-6-1_GL0006669;MC-6-5_GL0099407	144856.8433	169827.265	242905.8921	221239.6265	76317.82424	86707.62903	20672	30921.26841	51105.95035	23818.12974	308585.5844	22647.9	67906.23639	306097.3751	149597.567	54806.86948	70172.87482	41422.80891	313961.4867	156313.5416	49667.40135	5879.49	159163.0687	76707.09219
31_GL0000779;G1-1A_GL0052875;G1-1A_GL0070535;MC-6-1_GL0006669;MC-6-5_GL0099407;S-Fe10_GL0076445	84628.82107	123086.1356	85703.8407	148739.1337	76178.07832	71000.40672	28259.2402	21303.6	55347.23547	25253	164912.7926	20162.2	64065.6779	113586.1593	21454.0557	38082.6	26822.5	17489.3	141254.6875	69895.43145	20159.9	10972.3	122633.6802	78182.30532
31_GL0002895;S-Fe1_GL0105200	9453.595403	14157.34067	9015.67925	12035.27448	4675.068683	17525.96191	NA	10574.16651	16529.98596	4838.648689	8122.817259	5840.428672	8528.584895	27353.08003	10514.9049	8643.754406	6174.632538	8058.659154	6157.558201	24246.8162	7180.359855	2892.995948	6021.939737	NA
3-1_GL0006170	2961.990492	1827.172977	5933.190994	4758.152587	14403.38559	11537.89445	13574.69999	5295.26791	11887.4425	6963.52489	NA	1452.140219	10877.64398	1833.798953	3048.907668	9083.271772	14710.19667	10083.41369	NA	2265.562668	8293.17507	16773.68579	9697.28893	14968.76958
3-1_GL0006170;MC-6-3_GL0081987	NA	NA	NA	NA	35412.2	18062.2	45733.2	42984.9	28301.2	NA	NA	26474.3	NA	8913.8	46879.5	51162.1	NA	40914.4	17614.4	NA	19913.6	43007.3	29251.4	25772.1
3-1_GL0007228	NA	NA	NA	NA	5110.433895	3964.226972	5072.46	5757.404324	3671.147529	NA	NA	NA	3674.45	6908.197489	3044.72	15752.79819	4708.784057	NA	4259.303134	2473.28	4683.28	NA	1588.75	4854.807258
3-1_GL0008128	20332.7	15389.9	12733.6	23270.1	10338.9	10284.5	5982.48	18690	13319.5	17558.6	13447.4	11512.8	20312.2	18917	16133.9	12240.9	16284.2	11464	12902.5	7578.86	23624.3	8148.42	20892.6	10106.9
3-1_GL0008128;MC-6-2_GL0079559	25881.5	33152.2	43733	29797.6	NA	NA	7733.5	9211.04	13161.8	8620.84	36269.7	NA	NA	11199.1	11800.6	7603.17	15048	NA	16567.2	15047.6	18219.9	NA	NA	10625.6
3-1_GL0008128;S-Fe10_GL0004791	NA	NA	NA	NA	NA	NA	NA	13110.73123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3-1_GL0008128;S-Fe10_GL0069551	7771.225263	NA	8551.358957	NA	6482.97	9366.668931	6830.61	7723.807219	8006.019802	10557.2	8392.46	4727.6	8380.89	6060.91	8931.662832	10740.19616	10804.9	6092.17	7373.18	6362.55	7597.260766	4091.74	9414.894915	7147.04
3-1_GL0009239	10096.19155	7745.598271	3990.871305	2078.932117	2321.990216	NA	NA	11346.56689	NA	NA	NA	11947.59779	5171.215003	2771.295415	5085.821802	NA	10013.75586	NA	7973.263151	NA	18747.09945	6807.050452	7245.833042	NA
3-1_GL0009239;S-Fe10_GL0029368	44984.61336	36281.3745	12733.50463	14694.4058	6709.37129	3861.982266	20952.45611	102361.6911	6925.361611	7352.587237	81238.17709	62736.80681	31594.6923	19824.47457	20791.24252	23461.37111	31375.1374	18630.25375	49196.39671	56443.37016	140224.1271	17825.00938	49858.68292	6331.538626
3-1_GL0012212;3-6_GL0051335	NA	NA	NA	NA	NA	8025.890507	NA	30081.87438	4706.762658	3837.915105	NA	NA	NA	6299.466708	NA	NA	NA	NA	NA	NA	NA	6966.600418	NA	NA
3-1_GL0012212;3-6_GL0051335;5-8_GL0002265	NA	NA	NA	NA	NA	1734.15	NA	6610.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31_GL0014376	NA	NA	4404.753737	NA	126796.1412	NA	NA	NA	NA	6436.347149	1672.274866	NA	339563.9533	87342.90404	532658.9398	350790.9042	NA	NA	NA	NA	10606.82931	24186.40535	423432.7656	108003.3591
3-1_GL0016092	NA	NA	NA	NA	NA	NA	NA	52413.7	NA	NA	NA	15142.74279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3-1_GL0018865	7194.449892	NA	9017.423154	NA	15841.47749	10630.10122	5057.89066	14987.51399	40226.23715	37032.3794	14652.00223	15279.87513	14531.45868	5423.361958	36814.47713	NA	66024.54626	5900.99305	13952.13838	12595.66011	NA	NA	12802.81964	13806.45733
31_GL0019214	NA	NA	NA	NA	1971.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	4187.51	NA	NA	NA	4029.72	NA	NA	NA	6108.41	NA
31_GL0019214;32_GL0104477;5-6_GL0111005	NA	NA	NA	NA	NA	NA	NA	NA	4774.42	NA	NA	NA	6038.57	5008.08	12769.3	NA	11608.9	NA	NA	NA	NA	NA	7312.26	8473.25
3-1_GL0020327	13400.79963	7588.249091	NA	10931.0664	9861.678433	2086.871887	27460.86397	2337.107406	35716.759	10561.0832	2422.928252	NA	15186.07398	1658.821597	3861.757395	NA	21899.97427	NA	9118.90152	NA	NA	NA	35477.56226	13283.46096
3-1_GL0020327;5-7_GL0038240	NA	NA	NA	4134.186696	12785.66709	5007.031977	3787.225375	8459.781299	4308.134223	NA	NA	4745.106002	7388.40588	3921.838307	3269.536299	4641.200478	8839.382596	NA	NA	NA	4388.521936	20918.3181	11536.61048	13599.35062
3-1_GL0020327;5-7_GL0038240;G1-3A_GL0088491	62002.30687	55511.36999	25814.47403	143276.2692	160110.858	79629.22983	153842.783	117143.6377	166907.0746	98046.64008	28002.49621	138333.0004	185734.6758	97279.31294	156830.4646	173749.8099	161563.1488	110118.4603	53511.04725	91514.03641	131345.6372	348015.6486	140320.0215	157990.7404
3-1_GL0020327;G1-3A_GL0088491	NA	NA	NA	4920.85	NA	NA	4461.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	15546.6	NA	NA	NA	NA	4154.41	NA	NA
31_GL0024892	NA	NA	964.91	NA	38901.7	NA	NA	NA	NA	1676.04	NA	NA	117949.6391	13445.8	151384.3013	149866	NA	NA	NA	NA	2573.19	NA	143655.9513	36310.2
31_GL0024892;31_GL0039026;31_GL0091700	NA	NA	NA	NA	17476.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	66340.6	115902	NA	NA	NA	NA	NA	NA	NA	15685.2
31_GL0024892;31_GL0091700	NA	NA	15614.83076	NA	493191.2541	NA	5109.9	8996.759659	10261.3	25862	4046.31	NA	1688385.823	199585.6139	1906429.292	1736438.443	5523.1	30371.1	NA	3269.84	51455.0999	12220.72234	2021923.801	462961.5264
3-1_GL0025440	12517.90062	NA	12888.19136	4112.975629	16262.30606	17838.98185	21209.64932	13988.74698	19885.86249	29222.72981	10454.56296	NA	9011.604055	NA	NA	17793.36116	26716.48627	20068.96719	7690.292553	13487.74298	13333.73189	32376.47118	10337.88929	14187.85252
3-1_GL0028327	NA	NA	NA	NA	NA	43623.84601	NA	53540.70071	24501.71039	17238.2411	7091.094096	NA	10245.73577	35994.36782	NA	NA	11759.16967	14326.35061	NA	NA	NA	27096.07918	NA	NA
3-1_GL0029078;5-5_GL0049736	200856.985	162722.1705	63629.97917	171372.343	193411.958	117579.6876	302421.2227	90214.50184	337489.7908	282490.9929	52282.46553	95235.08317	216065.6733	200504.2171	45378.41903	296174.5764	210528.006	95268.74363	96582.2121	164282.8521	131089.4483	609930.8374	224504.389	189629.5785
3-1_GL0029078;5-5_GL0049736;7-5_GL0082191	2494.645736	5823.396031	NA	4738.62749	3770.492293	2246.47427	8965.448028	1287.543967	NA	6740.903037	NA	NA	5186.108631	3008.895175	2901.417136	NA	8251.760336	NA	3889.343394	NA	NA	NA	21979.81803	3711.698899
3-1_GL0029858	7730.368382	NA	13810.86565	3469.089708	18103.12089	10098.17224	22796.08338	14795.29388	21700.05839	16134.50262	NA	3634.973972	8552.010203	NA	3995.845511	6218.123328	21271.42775	10830.75162	4115.681389	8556.203525	NA	33583.43542	NA	21739.85999
31_GL0034271	NA	NA	4908.133939	NA	186367.8103	9183.189125	31789.52748	49643.97996	37274.52516	12077.80676	19825.16885	11546.45016	403887.6671	88937.59231	536430.2387	460678.8024	18920.65377	181663.0894	7077.985643	11406.74897	175555.2221	263596.7853	566679.7969	169025.9824
3-1_GL0035705	NA	NA	4008.710108	2080.629872	16573.62811	11293.76847	16515.91169	3326.095915	7859.423087	6141.755593	NA	NA	5247.049919	NA	NA	2554.900349	9848.230831	12479.42972	3400.375988	NA	2870.233544	8005.976191	5245.810048	17525.89991
3-1_GL0036989	16202.53125	20594.90387	65511.64029	35446.44399	235262.9563	173317.0585	366793.6199	21072.14227	180073.8374	338600.9977	NA	NA	52782.80868	8900.983961	21337.95554	98160.63936	186561.2233	158544.7806	NA	23836.3061	NA	342953.7828	NA	247824.8193
3-1_GL0036989;5-5_GL0071335	24864.39229	6235.999178	107008.1052	59128.17256	340840.3837	220125.4537	480316.777	10066.12573	284804.2096	397666.6945	3601.01266	6559.536292	115827.0437	8815.798877	24172.84631	161351.2501	332544.4488	290504.9996	2947.820451	37912.82783	2006.200562	589892.9518	NA	371179.5954
3-1_GL0038768	13237.6876	2620.160251	NA	NA	10047.75222	12363.24992	9480.485092	7588.531817	13335.77019	NA	NA	2459.574548	11904.1882	16211.35984	9027.991848	3239.39621	10153.81097	NA	5085.527903	NA	NA	NA	9685.954237	10954.8303
31_GL0039026	NA	NA	19505.54144	NA	161616.0236	NA	NA	NA	NA	17688.40766	11005.56689	NA	450110.4206	58363.09765	607947.5253	554479.5588	7999.995697	NA	NA	NA	18376.65879	NA	504368.46	168655.33
31_GL0041092	26479.98222	16420.78596	43887.91719	29753.73337	125548.789	50171.72682	164876.9306	53422.66999	NA	NA	89289.65181	91970.70567	NA	46140.70947	37688.47959	10202.56824	NA	NA	NA	117536.4549	NA	NA	33328.43933	139763.9984
3-1_GL0044984	NA	NA	NA	NA	7804.269051	79533.34221	8059.342568	112585.397	33715.35965	29695.90242	13190.55263	NA	18139.37592	65485.82352	7493.502983	NA	15270.99813	26232.4608	NA	3719.899074	6073.409758	66621.48031	NA	7432.511251
31_GL0045860	3484.93052	NA	NA	NA	12465.97142	6077.815568	12593.83634	7751.000113	3611.610636	NA	5863.280174	5387.337153	7770.807019	5338.810363	9086.740945	8424.812513	9125.124885	5615.113582	4848.736093	6008.510385	3251.553249	4235.581231	10911.28754	12144.85925
3-1_GL0046625	22229.2215	3455.598773	32858.11452	20949.39929	126573.7899	49302.47852	81382.8374	33373.50374	48418.26476	50112.10858	NA	29866.88254	51682.793	NA	21059.27297	59537.55238	98401.89526	85196.29698	13399.63887	38240.23304	NA	122336.6744	54424.81265	116453.4957
3-1_GL0049920	226676.069	51096.79204	151393.892	49288.20757	219380.4334	85725.10868	180311.612	77557.08513	118897.9339	62579.47585	106742.9653	296688.3925	151435.4471	33111.71217	292460.115	300478.991	137063.0786	112209.8332	46964.60117	380187.6106	107073.895	302226.5402	134936.5071	214859.9987
3-1_GL0050465	NA	NA	NA	6884.750534	6876.124754	6708.580059	NA	12354.40149	6882.047094	16726.54713	NA	9005.863758	14316.16303	4565.44923	NA	6269.339144	5336.41759	18253.82473	14145.47396	NA	NA	3942.088545	NA	5947.215692
3-1_GL0054518	5953.842673	3816.75399	9428.672616	4689.697217	65419.41968	27281.49852	55195.88425	8630.656711	21906.88965	23882.95699	NA	2773.753003	21017.92044	NA	10739.25163	27761.80383	26227.91605	34845.69184	NA	15605.50169	NA	72256.77181	NA	66819.93678
3-1_GL0056762	7871.941419	3566.507537	NA	6552.690655	3442.514112	NA	5716.22554	NA	10467.836	5925.990647	NA	NA	2178.938412	1721.047984	NA	3542.883303	3610.764982	NA	2993.854193	NA	NA	NA	4286.312731	3576.852197
3-1_GL0056762;5-6_GL0060431	16662.01948	21800.88596	27549.31896	43350.51384	45958.68195	22192.16498	38009.081	32870.85783	46258.27494	26840.56974	14591.82126	26275.84804	35061.71086	31060.49526	37135.62786	83136.28341	53263.15303	12581.09094	11946.33623	25239.51519	54836.01816	76411.57274	34690.96395	48235.68875
31_GL0057887;G1-3A_GL0079478	NA	15468.5	NA	30413	NA	NA	NA	NA	NA	NA	NA	NA	NA	15063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31_GL0057887;G1-3A_GL0079478;G1-6A_GL0126009;Group2-5A_GL0058902	86260.20672	113510.602	87932.18413	111488.6841	26947.01726	112922.3739	21977.16116	31504.65663	51557.9465	43854.93565	105007.091	37733.70349	47035.08257	248534.2066	67922.15369	59928.62587	27851.24711	55085.6351	48075.29563	163805.0802	49056.69014	9892.38174	61058.769	24878.35543
